id,league,region,season,name
2796,Copa del Rey,Spain,2018/2019,Gabriel Paulista
2797,Community Shield,England,2017/2018,Gabriel Paulista
2798,Emirates Cup,World,2017,Gabriel Paulista
2799,FA Cup,England,2016/2017,Gabriel Paulista
2801,Community Shield,England,2015/2016,Gabriel Paulista
2802,Emirates Cup,World,2015,Gabriel Paulista
2803,Premier League Asia Trophy,World,2015,Gabriel Paulista
2804,FA Cup,England,2014/2015,Gabriel Paulista
2805,Baiano 1,Brazil,2013,Gabriel Paulista
2809,Baiano 1,Brazil,2010,Gabriel Paulista
2811,Copa del Rey,Spain,2018/2019,Toni Lato
2812,Copa del Rey,Spain,2018/2019,Sobrino
2814,Segunda B,Spain,2011/2012,Sobrino
2815,UEFA U19 Championship,Europe,2011 Romania,Sobrino
2817,Taça de Portugal,Portugal,2018/2019,Thierry Correia
2818,Taça da Liga,Portugal,2018/2019,Thierry Correia
2819,UEFA U19 Championship,Europe,2018 Finland,Thierry Correia
2821,Júniores U19,Portugal,2016/2017,Thierry Correia
2822,UEFA U17 Championship,Europe,2016 Azerbaijan,Thierry Correia
2824,Audi Cup,World,2017,A. Fernández
2828,Liga Profesional Argentina,Argentina,2010/2011 Clausura,A. Fernández
2830,Liga Profesional Argentina,Argentina,2007/2008 Clausura,A. Fernández
2834,U20 World Cup,World,2015 New Zealand,I. Šaponjić
2835,Super Liga,Serbia,2014/2015,I. Šaponjić
2843,Super Cup,Spain,2017/2018,L. Quezada
2844,UEFA Champions League,Europe,2017/2018,L. Quezada
2845,UEFA Super Cup,Europe,2017/2018,L. Quezada
2846,FIFA Club World Cup,World,2017 UAE,L. Quezada
2848,Supercopa de Catalunya,Spain,2019,A. Lozano
2850,Concacaf Gold Cup Qualification,Nc-America,2015,A. Lozano
2853,League Cup,United-Arab-Emirates,2019/2020,Álvaro Negredo
2856,Premier League,England,2013/2014,Álvaro Negredo
2857,League Cup,England,2013/2014,Álvaro Negredo
2859,European Championship,Europe,2012 Poland/Ukraine,Álvaro Negredo
2861,Copa del Rey,Spain,2009/2010,Álvaro Negredo
2863,League Cup,England,2015/2016,E. Mangala
2865,Super Cup,Portugal,2013/2014,E. Mangala
2867,Primeira Liga,Portugal,2012/2013,E. Mangala
2869,Super Cup,Portugal,2012/2013,E. Mangala
2870,Primeira Liga,Portugal,2011/2012,E. Mangala
2874,Cup,Belgium,2010/2011,E. Mangala
2875,Super Cup,Belgium,2009/2010,E. Mangala
2876,First Division A,Belgium,2008/2009,E. Mangala
2877,Super Cup,Belgium,2008/2009,E. Mangala
2879,Copa del Rey,Spain,2018/2019,M. Diakhaby
2884,Copa del Rey,Spain,2018/2019,José Gayà
2886,Emirates Cup,World,2014,José Gayà
2887,UEFA U19 Championship,Europe,2019 Armenia,Hugo Guillamón
2888,Copa del Rey,Spain,2018/2019,Hugo Guillamón
2890,UEFA U17 Championship,Europe,2017 Croatia,Hugo Guillamón
2891,Copa del Rey,Spain,2018/2019,C. Piccini
2893,Taça da Liga,Portugal,2017/2018,C. Piccini
2894,Segunda División,Spain,2014/2015,C. Piccini
2895,Copa del Rey,Spain,2018/2019,D. Cheryshev
2897,UEFA Europa League,Europe,2013/2014,D. Cheryshev
2898,International Champions Cup,World,2013,D. Cheryshev
2901,Segunda B,Spain,2011/2012,D. Cheryshev
2902,Copa del Rey,Spain,2018/2019,Gonçalo Guedes
2903,Trophée des Champions,France,2018/2019,Gonçalo Guedes
2904,UEFA Nations League,Europe,2018/2019,Gonçalo Guedes
2905,Trophée des Champions,France,2017/2018,Gonçalo Guedes
2907,Coupe de France,France,2016/2017,Gonçalo Guedes
2908,Coupe de la Ligue,France,2016/2017,Gonçalo Guedes
2909,Super Cup,Portugal,2016/2017,Gonçalo Guedes
2910,Primeira Liga,Portugal,2015/2016,Gonçalo Guedes
2911,Taça da Liga,Portugal,2015/2016,Gonçalo Guedes
2913,Primeira Liga,Portugal,2014/2015,Gonçalo Guedes
2914,Taça da Liga,Portugal,2014/2015,Gonçalo Guedes
2915,Super Cup,Portugal,2014/2015,Gonçalo Guedes
2918,UEFA U21 Championship,Europe,2019 Italy,Carlos Soler
2919,Copa del Rey,Spain,2018/2019,Carlos Soler
2921,Copa del Rey,Spain,2018/2019,D. Wass
2923,DBU Pokalen,Denmark,2007/2008,D. Wass
2924,Copa del Rey,Spain,2018/2019,K. Gameiro
2926,UEFA Europa League,Europe,2017/2018,K. Gameiro
2927,Audi Cup,World,2017,K. Gameiro
2928,Supercopa Euroamericana,World,2016,K. Gameiro
2930,UEFA Europa League,Europe,2015/2016,K. Gameiro
2933,UEFA Europa League,Europe,2014/2015,K. Gameiro
2935,UEFA Europa League,Europe,2013/2014,K. Gameiro
2936,Ligue 1,France,2012/2013,K. Gameiro
2939,Coupe de la Ligue,France,2004/2005,K. Gameiro
2942,Super Cup,Italy,2016/2017,P. Cutrone
2946,Copa Argentina,Argentina,2019,K. Sibille
2948,CONMEBOL Recopa,South-America,2019,K. Sibille
2949,CONMEBOL Libertadores,South-America,2018,K. Sibille
2950,Super Copa,Argentina,2017/2018,K. Sibille
2951,Copa Argentina,Argentina,2017,K. Sibille
2954,Copa Argentina,Argentina,2016,K. Sibille
2955,CONMEBOL Recopa,South-America,2016,K. Sibille
2959,Super Liga,Serbia,2017/2018,U. Račić
2962,Super Liga,Serbia,2015/2016,U. Račić
2963,Segunda División,Spain,2016/2017,Jason
2966,Copa del Rey,Spain,2018/2019,F. Roncaglia
2970,Liga Profesional Argentina,Argentina,2011/2012 Apertura,F. Roncaglia
2971,Liga Profesional Argentina,Argentina,2010/2011 Apertura,F. Roncaglia
2972,Liga Profesional Argentina,Argentina,2008/2009 Apertura,F. Roncaglia
2973,CONMEBOL Recopa,South-America,2008,F. Roncaglia
2977,Copa del Rey,Spain,2018/2019,Lee Kang-In
2978,China Cup,World,2019,M. Gómez
2979,China Cup,World,2018,M. Gómez
2980,Segunda División,Spain,2018/2019,Sergio Herrera
2981,Segunda B,Spain,2012/2013,Sergio Herrera
2982,Segunda División,Spain,2018/2019,Rubén
2983,First Division A,Belgium,2016/2017,Rubén
2985,Super Cup,Spain,2006/2007,Rubén
2988,La Liga,Spain,2005/2006,Rubén
2989,Super Cup,Spain,2005/2006,Rubén
2990,UEFA Champions League,Europe,2005/2006,Rubén
2991,La Liga,Spain,2004/2005,Rubén
2993,Segunda División,Spain,2018/2019,Iván Martínez
2994,Segunda División,Spain,2018/2019,Juan Pérez
2995,Segunda División,Spain,2018/2019,Unai García
2996,Segunda División,Spain,2018/2019,David García
2997,Segunda División,Spain,2018/2019,Aridane
2998,Segunda División,Spain,2018/2019,Oier
3000,Segunda División,Spain,2018/2019,Nacho Vidal
3001,UEFA U21 Championship,Europe,2019 Italy,Manu Vallejo
3003,Supercopa de Catalunya,Spain,2019,Jonás Ramalho
3007,UEFA U19 Championship,Europe,2012 Estonia,Jonás Ramalho
3010,UEFA U19 Championship,Europe,2011 Romania,Jonás Ramalho
3016,Copa del Rey Juvenil,Spain,2017,Zabarte
3017,División de Honor Juvenil,Spain,2016/2017,Zabarte
3022,Super Cup,Portugal,2018/2019,Adrián
3025,La Liga,Spain,2013/2014,Adrián
3028,Copa del Rey,Spain,2012/2013,Adrián
3029,UEFA Super Cup,Europe,2012/2013,Adrián
3030,UEFA Europa League,Europe,2011/2012,Adrián
3031,UEFA U21 Championship,Europe,2011 Denmark,Adrián
3035,UEFA Super Cup,Europe,2014/2015,Lucas Torró
3036,FIFA Club World Cup,World,2014 Morocco,Lucas Torró
3037,Segunda División,Spain,2018/2019,Rubén García
3038,Segunda División,Spain,2016/2017,Rubén García
3039,Segunda División,Spain,2018/2019,Javi Martínez
3040,Segunda División,Spain,2018/2019,Moncayola
3041,Segunda División,Spain,2018/2019,Iñigo Pérez
3045,Segunda División,Spain,2018/2019,Roberto Torres
3046,Segunda División,Spain,2018/2019,Kike Barja
3054,Supercopa Euroamericana,World,2016,David Soria
3056,UEFA Europa League,Europe,2015/2016,David Soria
3059,UEFA Europa League,Europe,2014/2015,David Soria
3060,Super Cup,Spain,2017/2018,Rubén Yáñez
3061,UEFA Super Cup,Europe,2017/2018,Rubén Yáñez
3062,La Liga,Spain,2016/2017,Rubén Yáñez
3063,UEFA Champions League,Europe,2016/2017,Rubén Yáñez
3064,UEFA Super Cup,Europe,2016/2017,Rubén Yáñez
3065,FIFA Club World Cup,World,2016 Japan,Rubén Yáñez
3067,UEFA Champions League,Europe,2015/2016,Rubén Yáñez
3070,Elite ONE,Cameroon,2013,D. Dakonam
3073,Cup,Serbia,2015/2016,D. Brašanac
3074,Super Liga,Serbia,2014/2015,D. Brašanac
3077,Super Liga,Serbia,2012/2013,D. Brašanac
3078,Super Liga,Serbia,2010/2011,D. Brašanac
3079,Cup,Serbia,2010/2011,D. Brašanac
3080,Super Liga,Serbia,2009/2010,D. Brašanac
3081,Super Cup,Italy,2019/2020,Jony
3083,Liga Profesional Argentina,Argentina,2015,J. Calleri
3084,Copa Libertadores Play-off,Argentina,2015,J. Calleri
3085,Copa Argentina,Argentina,2014/2015,J. Calleri
3086,Pan American Games,World,2015 Canada,E. Cabaco
3090,Super Copa,Argentina,2015/2016,E. Ávila
3094,Segunda División,Spain,2018/2019,Aimar Oroz
3095,Trofeo Joan Gamper,World,2020,Carles Aleñá
3096,Trofeo Joan Gamper,World,2019,Carles Aleñá
3098,La Liga,Spain,2018/2019,Carles Aleñá
3100,Super Cup,Spain,2018/2019,Carles Aleñá
3101,Trofeo Joan Gamper,World,2018,Carles Aleñá
3102,Supercopa de Catalunya,Spain,2018,Carles Aleñá
3103,La Liga,Spain,2017/2018,Carles Aleñá
3105,Copa del Rey,Spain,2017/2018,Carles Aleñá
3106,Trofeo Joan Gamper,World,2017,Carles Aleñá
3107,Super Cup,Spain,2016/2017,Carles Aleñá
3108,Copa del Rey,Spain,2016/2017,Carles Aleñá
3111,Trofeo Joan Gamper,World,2016,Carles Aleñá
3113,Copa del Rey,Spain,2015/2016,Carles Aleñá
3114,La Liga,Spain,2015/2016,Carles Aleñá
3117,Youth Viareggio Cup,World,2018,R. Nolan
3118,Campionato Primavera 1,Italy,2017/2018,R. Nolan
3119,Super Cup Primavera,Italy,2017/2018,R. Nolan
3122,Premier League,Kazakhstan,2016,Nemanja Maksimović
3123,Cup,Kazakhstan,2016,Nemanja Maksimović
3125,U20 World Cup,World,2015 New Zealand,Nemanja Maksimović
3126,Premier League,Kazakhstan,2015,Nemanja Maksimović
3128,Super Cup,Kazakhstan,2015,Nemanja Maksimović
3129,UEFA U19 Championship,Europe,2013 Lithuania,Nemanja Maksimović
3133,Sudamericano U20,South-America,2017 Ecuador,M. Olivera
3134,Primera División,Uruguay,2016,M. Olivera
3135,Primera División,Uruguay,2014/2015,M. Olivera
3137,Segunda División,Spain,2012/2013,D. Suárez
3142,Segunda División,Spain,2014/2015,Portillo
3144,Supercopa de Catalunya,Spain,2018,Cucurella
3145,La Liga,Spain,2017/2018,Cucurella
3146,Copa del Rey,Spain,2017/2018,Cucurella
3148,Trofeo Joan Gamper,World,2017,Cucurella
3149,Segunda División,Spain,2016/2017,Chema Rodríguez
3150,Super Cup,Spain,2015/2016,Etxeita
3152,Segunda División,Spain,2012/2013,Etxeita
3156,NB I,Hungary,2014/2015,S. Chakla
3158,Super Cup,Italy,2019/2020,D. Vavro
3159,Superliga,Denmark,2018/2019,D. Vavro
3160,Super Liga,Slovakia,2016/2017,D. Vavro
3166,China Cup,World,2018,G. Silva
3168,J.League Cup / Copa Sudamericana Championship,World,2018,G. Silva
3169,CONMEBOL Sudamericana,South-America,2017,G. Silva
3179,Segunda División,Spain,2019/2020,Álvaro Fernández
3182,Segunda División,Spain,2012/2013,Ángel
3183,Super League 1,Greece,2015/2016,D. Siovas
3185,Super League 1,Greece,2014/2015,D. Siovas
3186,Cup,Greece,2014/2015,D. Siovas
3187,Super League 1,Greece,2013/2014,D. Siovas
3188,Super League 1,Greece,2012/2013,D. Siovas
3189,Cup,Greece,2012/2013,D. Siovas
3190,Segunda División,Spain,2019/2020,Pedro López
3191,Segunda División,Spain,2016/2017,Pedro López
3192,Segunda División,Spain,2006/2007,Pedro López
3195,FIFA Club World Cup,World,2018 UAE,Javier Sánchez
3196,Super League,Switzerland,2019/2020,S. Janko
3197,Premiership,Scotland,2015/2016,S. Janko
3198,International Champions Cup,World,2014,S. Janko
3199,African Nations Championship,Africa,2018 Morocco,J. El Yamiq
3200,Cup,Morocco,2017,J. El Yamiq
3202,Segunda División,Spain,2014/2015,Bruno
3204,Supercopa de Catalunya,Spain,2016,Roberto Jiménez
3205,Super League 1,Greece,2015/2016,Roberto Jiménez
3207,Super League 1,Greece,2014/2015,Roberto Jiménez
3208,Cup,Greece,2014/2015,Roberto Jiménez
3209,Super League 1,Greece,2013/2014,Roberto Jiménez
3211,Taça da Liga,Portugal,2010/2011,Roberto Jiménez
3217,Copa del Rey,Spain,2016/2017,Jordi Masip
3218,Super Cup,Spain,2016/2017,Jordi Masip
3219,Trofeo Joan Gamper,World,2016,Jordi Masip
3221,La Liga,Spain,2015/2016,Jordi Masip
3222,UEFA Super Cup,Europe,2015/2016,Jordi Masip
3223,Copa del Rey,Spain,2015/2016,Jordi Masip
3225,FIFA Club World Cup,World,2015 Japan,Jordi Masip
3226,Copa del Rey,Spain,2014/2015,Jordi Masip
3227,UEFA Champions League,Europe,2014/2015,Jordi Masip
3228,La Liga,Spain,2014/2015,Jordi Masip
3229,Super Cup,Spain,2013/2014,Jordi Masip
3231,Copa Catalunya,Spain,2013/2014,Jordi Masip
3233,La Liga,Spain,2012/2013,Jordi Masip
3236,UEFA U21 Championship,Europe,2011 Denmark,Kiko Olivas
3237,Supercopa de Catalunya,Spain,2019,Raúl García
3240,Segunda División,Spain,2015/2016,Raúl García
3241,Copa Catalunya,Spain,2017/2018,Ignasi Vilarrasa
3243,Copa del Rey Juvenil,Spain,2017,Sergio López
3244,División de Honor Juvenil,Spain,2016/2017,Sergio López
3247,Super Cup,Portugal,2019/2020,Jota
3248,International Champions Cup,World,2019,Jota
3249,Primeira Liga,Portugal,2018/2019,Jota
3251,UEFA U19 Championship,Europe,2018 Finland,Jota
3252,Júniores U19,Portugal,2017/2018,Jota
3255,UEFA U17 Championship,Europe,2016 Azerbaijan,Jota
3262,Super Cup,Spain,2020/2021,K. Kodro
3263,Copa America,South-America,2016  USA,F. Orellana
3268,UEFA U21 Championship,Europe,2011 Denmark,Míchel
3269,Segunda B,Spain,2016/2017,Toni Villa
3270,Segunda B,Spain,2011/2012,Óscar Plano
3273,Liga Leumit,Israel,2016/2017,S. Weissman
3275,Segunda División,Spain,2017/2018,Sergio Benito
3277,UEFA U19 Championship,Europe,2019 Armenia,Moha
3280,UEFA U17 Championship,Europe,2017 Croatia,Moha
3281,Copa del Rey Juvenil,Spain,2017,Moha
3282,División de Honor Juvenil,Spain,2016/2017,Moha
3283,Audi Cup,World,2019,P. Gazzaniga
3285,International Champions Cup,World,2018,P. Gazzaniga
3287,Emirates Cup,World,2014,Barragán
3288,FA Cup,England,2005/2006,Barragán
3289,UEFA Super Cup,Europe,2005/2006,Barragán
3291,Liga Profesional Argentina,Argentina,2019/2020,I. Marcone
3293,Super Copa,Argentina,2018/2019,I. Marcone
3295,Super Copa,Argentina,2016/2017,I. Marcone
3296,Liga Profesional Argentina,Argentina,2016,I. Marcone
3297,Copa Bicentenario,Argentina,2016,I. Marcone
3299,Copa Argentina,Argentina,2012/2013,I. Marcone
3300,Super Copa,Argentina,2012/2013,I. Marcone
3301,Liga Profesional Argentina,Argentina,2011/2012 Clausura,I. Marcone
3305,Copa Colombia,Colombia,2018,H. Palacios
3307,Florida Cup,World,2018,H. Palacios
3309,Olympics Intercontinental Play-offs,World,2016 Rio de Janeiro,H. Palacios
3311,Primera A,Colombia,2015 Apertura,H. Palacios
3313,Sudamericano U20,South-America,2013 Argentina,H. Palacios
3316,National 1,France,2017/2018,O. Mfulu
3320,Segunda División,Spain,2012/2013,Cifuentes
3324,Supercopa Euroamericana,World,2016,Diego González
3326,UEFA Europa League,Europe,2015/2016,Diego González
3332,UEFA U19 Championship,Europe,2011 Romania,Edgar Badia
3336,Copa Catalunya,Spain,2016/2017,Luismi Sánchez
3338,UEFA Europa League,Europe,2015/2016,Luismi Sánchez
3341,UEFA Europa League,Europe,2014/2015,Luismi Sánchez
3343,UEFA Europa League,Europe,2013/2014,Luismi Sánchez
3345,MLS,United-States,2019,Víctor Rodríguez
3347,Supercopa de Catalunya,Spain,2019,J. Mojica
3355,UEFA Super Cup,Europe,2018/2019,Alberto Rodríguez
3358,CONMEBOL Libertadores,South-America,2015,L. Boyé
3359,CONMEBOL Recopa,South-America,2015,L. Boyé
3360,Supercopa Euroamericana,World,2015,L. Boyé
3361,J.League Cup / Copa Sudamericana Championship,World,2015,L. Boyé
3362,Super Copa,Argentina,2014/2015,L. Boyé
3364,CONMEBOL Sudamericana,South-America,2014,L. Boyé
3365,Super Cup,Russia,2020/2021,E. Rigoni
3366,Premier League,Russia,2019/2020,E. Rigoni
3367,Cup,Russia,2019/2020,E. Rigoni
3369,Premier League,Russia,2018/2019,E. Rigoni
3371,Segunda B,Spain,2015/2016,Josan Ferrández
3376,Segunda División,Spain,2012/2013,Fidel
3379,Supercopa de Catalunya,Spain,2016,P. Piatti
3380,Emirates Cup,World,2014,P. Piatti
3381,Liga Profesional Argentina,Argentina,2006/2007 Apertura,P. Piatti
3383,Segunda División,Spain,2015/2016,Pacheco
3387,UEFA Super Cup,Europe,2014/2015,Pacheco
3388,FIFA Club World Cup,World,2014 Morocco,Pacheco
3389,La Liga,Spain,2011/2012,Pacheco
3390,Segunda B,Spain,2011/2012,Pacheco
3392,UEFA U19 Championship,Europe,2011 Romania,Pacheco
3394,Copa del Rey,Spain,2010/2011,Pacheco
3395,UEFA U21 Championship,Europe,2019 Italy,Sivera
3396,UEFA U19 Championship,Europe,2015 Greece,Sivera
3397,Supercopa de Catalunya,Spain,2016,Rubén Duarte
3401,Ligue 1,France,2016/2017,G. Carrillo
3403,Liga Profesional Argentina,Argentina,2010/2011 Apertura,G. Carrillo
3405,Segunda División,Spain,2015/2016,Aritz Castro
3411,Taça de Portugal,Portugal,2018/2019,R. Battaglia
3412,Taça da Liga,Portugal,2018/2019,R. Battaglia
3414,Taça da Liga,Portugal,2017/2018,R. Battaglia
3419,Segunda División,Spain,2013/2014,Jota Peleteiro
3421,Supercopa MX,Mexico,2019,Edgar Méndez
3422,Leagues Cup,Nc-America,2019,Edgar Méndez
3424,Copa MX,Mexico,2018/2019,Edgar Méndez
3426,Segunda División,Spain,2010/2011,Edgar Méndez
3428,FIFA Club World Cup,World,2014 Morocco,Javi Muñoz
3429,Super Cup,Spain,2020/2021,Iñigo Córdoba
3430,UEFA U21 Championship,Europe,2019 Italy,Martín Aguirregabiria
3433,Super Cup,Italy,2016/2017,Rodrigo Ely
3436,Segunda División,Spain,2015/2016,Laguardia
3437,UEFA Super Cup,Europe,2014/2015,Burgui
3439,UEFA Champions League,Europe,2013/2014,Burgui
3441,Segunda División,Spain,2015/2016,Manu García
3442,Segunda B,Spain,2012/2013,Manu García
3444,Super Cup,Belgium,2016/2017,Pina
3446,Supercopa de Catalunya,Spain,2019,Pere Pons
3450,Copa Catalunya,Spain,2018/2019,Sergi García
3451,Super Cup,Hungary,2014/2015,M. Dmitrović
3452,Magyar Kupa,Hungary,2013/2014,M. Dmitrović
3453,Florida Cup,World,2020,Deyverson
3454,Serie A,Brazil,2018,Deyverson
3458,Community Shield,England,2017/2018,Lucas Pérez
3459,Emirates Cup,World,2017,Lucas Pérez
3460,FA Cup,England,2016/2017,Lucas Pérez
3463,La Liga,Spain,2011/2012,Joselu
3464,Segunda B,Spain,2011/2012,Joselu
3466,UEFA U21 Championship,Europe,2011 Denmark,Joselu
3473,UEFA U21 Championship,Europe,2015 Czech Republic,J. Guidetti
3474,Premiership,Scotland,2014/2015,J. Guidetti
3475,League Cup,Scotland,2014/2015,J. Guidetti
3480,Community Shield,England,2012/2013,J. Guidetti
3483,FA Cup,England,2010/2011,J. Guidetti
3485,Super Cup,Portugal,2015/2016,Paulo Oliveira
3487,Taça de Portugal,Portugal,2014/2015,Paulo Oliveira
3489,Taça de Portugal,Portugal,2012/2013,Paulo Oliveira
3493,UEFA U21 Championship,Europe,2011 Denmark,Cote
3494,Emirates Cup,World,2014,Yoel
3497,Primera División,Uruguay,2018,F. Pellistri
3499,UEFA Europa League,Europe,2019/2020,Bryan Gil
3500,UEFA U19 Championship,Europe,2019 Armenia,Bryan Gil
3504,J2 League,Japan,2011,Y. Muto
3505,Emperor Cup,Japan,2011,Y. Muto
3507,UEFA Europa League,Europe,2019/2020,Alejandro Pozo
3510,Super Cup,Spain,2017/2018,Álvaro Tejero
3511,UEFA Champions League,Europe,2017/2018,Álvaro Tejero
3512,UEFA Super Cup,Europe,2017/2018,Álvaro Tejero
3513,FIFA Club World Cup,World,2017 UAE,Álvaro Tejero
3514,La Liga,Spain,2016/2017,Álvaro Tejero
3515,UEFA Champions League,Europe,2016/2017,Álvaro Tejero
3516,UEFA Super Cup,Europe,2016/2017,Álvaro Tejero
3517,FIFA Club World Cup,World,2016 Japan,Álvaro Tejero
3519,UEFA Champions League,Europe,2015/2016,Álvaro Tejero
3522,Supercopa de Catalunya,Spain,2016,P. Diop
3525,Copa del Rey,Spain,2010/2011,Pedro León
3526,UEFA U21 Championship,Europe,2011 Denmark,Kike
3527,Community Shield,England,2019/2020,Aleix García
3528,Supercopa de Catalunya,Spain,2019,Aleix García
3531,League Cup,England,2015/2016,Aleix García
3534,Primera División,Uruguay,2018,G. Fernández
3535,Super Copa,Uruguay,2018,G. Fernández
3539,CONMEBOL Libertadores U20,South-America,2018,J. Sanabria
3541,La Liga,Spain,2019/2020,L. Jović
3542,Super Cup,Spain,2019/2020,L. Jović
3544,DFB Pokal,Germany,2017/2018,L. Jović
3545,Primeira Liga,Portugal,2016/2017,L. Jović
3546,Taça de Portugal,Portugal,2016/2017,L. Jović
3547,Super Cup,Portugal,2016/2017,L. Jović
3548,Primeira Liga,Portugal,2015/2016,L. Jović
3549,Taça da Liga,Portugal,2015/2016,L. Jović
3551,Super Liga,Serbia,2013/2014,L. Jović
3552,Arena Cup,World,2021,Rafael Jesús Navarro Mazuelos
3554,Segunda División,Spain,2019/2020,K. Nwakali
3555,U17 World Cup,World,2015 Chile,K. Nwakali
3559,World Youth Festival Toulon,World,2015,Y. Bodiger
3560,Segunda División,Spain,2013/2014,Raúl Navas
